population,Country,Year,region
249716,Barbados,1981,America
250809,Barbados,1982,America
252017,Barbados,1983,America
253244,Barbados,1984,America
254419,Barbados,1985,America
255532,Barbados,1986,America
256602,Barbados,1987,America
257621,Barbados,1988,America
258588,Barbados,1989,America
259501,Barbados,1990,America
260351,Barbados,1991,America
261136,Barbados,1992,America
261885,Barbados,1993,America
262637,Barbados,1994,America
263416,Barbados,1995,America
264237,Barbados,1996,America
265088,Barbados,1997,America
265941,Barbados,1998,America
266758,Barbados,1999,America
267511,Barbados,2000,America
268192,Barbados,2001,America
268813,Barbados,2002,America
269389,Barbados,2003,America
269947,Barbados,2004,America
270503,Barbados,2005,America
271062,Barbados,2006,America
271618,Barbados,2007,America
272180,Barbados,2008,America
272750,Barbados,2009,America
273331,Barbados,2010,America
273925,Barbados,2011,America
274530,Barbados,2012,America
275141,Barbados,2013,America
8521413,Belarus,1964,Europe & Central Asia
8607003,Belarus,1965,Europe & Central Asia
8695396,Belarus,1966,Europe & Central Asia
8785093,Belarus,1967,Europe & Central Asia
8874033,Belarus,1968,Europe & Central Asia
8959479,Belarus,1969,Europe & Central Asia
9039503,Belarus,1970,Europe & Central Asia
9113454,Belarus,1971,Europe & Central Asia
9181971,Belarus,1972,Europe & Central Asia
9246050,Belarus,1973,Europe & Central Asia
9307285,Belarus,1974,Europe & Central Asia
9367004,Belarus,1975,Europe & Central Asia
9425089,Belarus,1976,Europe & Central Asia
9481560,Belarus,1977,Europe & Central Asia
9538046,Belarus,1978,Europe & Central Asia
9596589,Belarus,1979,Europe & Central Asia
9658500,Belarus,1980,Europe & Central Asia
9724106,Belarus,1981,Europe & Central Asia
9792555,Belarus,1982,Europe & Central Asia
9862430,Belarus,1983,Europe & Central Asia
9931687,Belarus,1984,Europe & Central Asia
9998503,Belarus,1985,Europe & Central Asia
10062440,Belarus,1986,Europe & Central Asia
10122880,Belarus,1987,Europe & Central Asia
10177584,Belarus,1988,Europe & Central Asia
10223861,Belarus,1989,Europe & Central Asia
10259700,Belarus,1990,Europe & Central Asia
10284522,Belarus,1991,Europe & Central Asia
10298479,Belarus,1992,Europe & Central Asia
10301336,Belarus,1993,Europe & Central Asia
10293127,Belarus,1994,Europe & Central Asia
10274231,Belarus,1995,Europe & Central Asia
10244354,Belarus,1996,Europe & Central Asia
10204382,Belarus,1997,Europe & Central Asia
10157409,Belarus,1998,Europe & Central Asia
10107518,Belarus,1999,Europe & Central Asia
10057810,Belarus,2000,Europe & Central Asia
10009810,Belarus,2001,Europe & Central Asia
9963383,Belarus,2002,Europe & Central Asia
9917927,Belarus,2003,Europe & Central Asia
9872110,Belarus,2004,Europe & Central Asia
9825102,Belarus,2005,Europe & Central Asia
9776823,Belarus,2006,Europe & Central Asia
9728228,Belarus,2007,Europe & Central Asia
9680690,Belarus,2008,Europe & Central Asia
9636016,Belarus,2009,Europe & Central Asia
9595421,Belarus,2010,Europe & Central Asia
9559441,Belarus,2011,Europe & Central Asia
9527498,Belarus,2012,Europe & Central Asia
9498290,Belarus,2013,Europe & Central Asia
9384939,Belgium,1964,Europe & Central Asia
9435244,Belgium,1965,Europe & Central Asia
9479970,Belgium,1966,Europe & Central Asia
9519500,Belgium,1967,Europe & Central Asia
9555402,Belgium,1968,Europe & Central Asia
9590007,Belgium,1969,Europe & Central Asia
9624908,Belgium,1970,Europe & Central Asia
9660688,Belgium,1971,Europe & Central Asia
9696539,Belgium,1972,Europe & Central Asia
9730978,Belgium,1973,Europe & Central Asia
9761867,Belgium,1974,Europe & Central Asia
9787677,Belgium,1975,Europe & Central Asia
9808403,Belgium,1976,Europe & Central Asia
9824685,Belgium,1977,Europe & Central Asia
9836487,Belgium,1978,Europe & Central Asia
9843898,Belgium,1979,Europe & Central Asia
9847297,Belgium,1980,Europe & Central Asia
9846320,Belgium,1981,Europe & Central Asia
9841800,Belgium,1982,Europe & Central Asia
9836784,Belgium,1983,Europe & Central Asia
9835279,Belgium,1984,Europe & Central Asia
9840123,Belgium,1985,Europe & Central Asia
9852488,Belgium,1986,Europe & Central Asia
9871551,Belgium,1987,Europe & Central Asia
9895654,Belgium,1988,Europe & Central Asia
9922158,Belgium,1989,Europe & Central Asia
9949019,Belgium,1990,Europe & Central Asia
9976325,Belgium,1991,Europe & Central Asia
10004469,Belgium,1992,Europe & Central Asia
10032084,Belgium,1993,Europe & Central Asia
10057529,Belgium,1994,Europe & Central Asia
10079873,Belgium,1995,Europe & Central Asia
10098192,Belgium,1996,Europe & Central Asia
10113392,Belgium,1997,Europe & Central Asia
10128653,Belgium,1998,Europe & Central Asia
10148371,Belgium,1999,Europe & Central Asia
10175684,Belgium,2000,Europe & Central Asia
10211264,Belgium,2001,Europe & Central Asia
10254025,Belgium,2002,Europe & Central Asia
10303108,Belgium,2003,Europe & Central Asia
10356993,Belgium,2004,Europe & Central Asia
10414209,Belgium,2005,Europe & Central Asia
10474993,Belgium,2006,Europe & Central Asia
10538758,Belgium,2007,Europe & Central Asia
10602167,Belgium,2008,Europe & Central Asia
10660938,Belgium,2009,Europe & Central Asia
10712066,Belgium,2010,Europe & Central Asia
10754056,Belgium,2011,Europe & Central Asia
10787788,Belgium,2012,Europe & Central Asia
10815599,Belgium,2013,Europe & Central Asia
103555,Belize,1964,America
106546,Belize,1965,America
109704,Belize,1966,America
112987,Belize,1967,America
116283,Belize,1968,America
119435,Belize,1969,America
122336,Belize,1970,America
124973,Belize,1971,America
127389,Belize,1972,America
129600,Belize,1973,America
131642,Belize,1974,America
133562,Belize,1975,America
135334,Belize,1976,America
137009,Belize,1977,America
138806,Belize,1978,America
141014,Belize,1979,America
143829,Belize,1980,America
147358,Belize,1981,America
151535,Belize,1982,America
156171,Belize,1983,America
160991,Belize,1984,America
165792,Belize,1985,America
170504,Belize,1986,America
175192,Belize,1987,America
179952,Belize,1988,America
184935,Belize,1989,America
190241,Belize,1990,America
195895,Belize,1991,America
201832,Belize,1992,America
207962,Belize,1993,America
214153,Belize,1994,America
220311,Belize,1995,America
226403,Belize,1996,America
232446,Belize,1997,America
238457,Belize,1998,America
244471,Belize,1999,America
250512,Belize,2000,America
256582,Belize,2001,America
262667,Belize,2002,America
268760,Belize,2003,America
274855,Belize,2004,America
280947,Belize,2005,America
287035,Belize,2006,America
293124,Belize,2007,America
299237,Belize,2008,America
305398,Belize,2009,America
311627,Belize,2010,America
317928,Belize,2011,America
324292,Belize,2012,America
330721,Belize,2013,America
2561022,Benin,1964,Sub-Saharan Africa
2602490,Benin,1965,Sub-Saharan Africa
2646310,Benin,1966,Sub-Saharan Africa
2692610,Benin,1967,Sub-Saharan Africa
2741672,Benin,1968,Sub-Saharan Africa
2793872,Benin,1969,Sub-Saharan Africa
2849508,Benin,1970,Sub-Saharan Africa
2908713,Benin,1971,Sub-Saharan Africa
2971515,Benin,1972,Sub-Saharan Africa
3037990,Benin,1973,Sub-Saharan Africa
3108179,Benin,1974,Sub-Saharan Africa
3182130,Benin,1975,Sub-Saharan Africa
3259918,Benin,1976,Sub-Saharan Africa
3341618,Benin,1977,Sub-Saharan Africa
3427274,Benin,1978,Sub-Saharan Africa
3516917,Benin,1979,Sub-Saharan Africa
3610578,Benin,1980,Sub-Saharan Africa
3708675,Benin,1981,Sub-Saharan Africa
3811326,Benin,1982,Sub-Saharan Africa
3917941,Benin,1983,Sub-Saharan Africa
4027682,Benin,1984,Sub-Saharan Africa
4140176,Benin,1985,Sub-Saharan Africa
4254522,Benin,1986,Sub-Saharan Africa
4371470,Benin,1987,Sub-Saharan Africa
4494242,Benin,1988,Sub-Saharan Africa
4627194,Benin,1989,Sub-Saharan Africa
4773137,Benin,1990,Sub-Saharan Africa
4934077,Benin,1991,Sub-Saharan Africa
5108335,Benin,1992,Sub-Saharan Africa
5290562,Benin,1993,Sub-Saharan Africa
5473217,Benin,1994,Sub-Saharan Africa
5651141,Benin,1995,Sub-Saharan Africa
5821985,Benin,1996,Sub-Saharan Africa
5988093,Benin,1997,Sub-Saharan Africa
6154708,Benin,1998,Sub-Saharan Africa
6329476,Benin,1999,Sub-Saharan Africa
6517810,Benin,2000,Sub-Saharan Africa
6721337,Benin,2001,Sub-Saharan Africa
6937985,Benin,2002,Sub-Saharan Africa
7164976,Benin,2003,Sub-Saharan Africa
7397985,Benin,2004,Sub-Saharan Africa
7633757,Benin,2005,Sub-Saharan Africa
7871707,Benin,2006,Sub-Saharan Africa
8112573,Benin,2007,Sub-Saharan Africa
8355980,Benin,2008,Sub-Saharan Africa
8601771,Benin,2009,Sub-Saharan Africa
8849892,Benin,2010,Sub-Saharan Africa
9099922,Benin,2011,Sub-Saharan Africa
9351838,Benin,2012,Sub-Saharan Africa
9606534,Benin,2013,Sub-Saharan Africa
251419,Bhutan,1964,South Asia
258559,Bhutan,1965,South Asia
266072,Bhutan,1966,South Asia
274000,Bhutan,1967,South Asia
282495,Bhutan,1968,South Asia
291747,Bhutan,1969,South Asia
301879,Bhutan,1970,South Asia
312929,Bhutan,1971,South Asia
324815,Bhutan,1972,South Asia
337370,Bhutan,1973,South Asia
350365,Bhutan,1974,South Asia
363603,Bhutan,1975,South Asia
377068,Bhutan,1976,South Asia
390732,Bhutan,1977,South Asia
404375,Bhutan,1978,South Asia
417734,Bhutan,1979,South Asia
430633,Bhutan,1980,South Asia
442648,Bhutan,1981,South Asia
453793,Bhutan,1982,South Asia
464831,Bhutan,1983,South Asia
476846,Bhutan,1984,South Asia
490438,Bhutan,1985,South Asia
506423,Bhutan,1986,South Asia
524133,Bhutan,1987,South Asia
540918,Bhutan,1988,South Asia
553157,Bhutan,1989,South Asia
558500,Bhutan,1990,South Asia
555747,Bhutan,1991,South Asia
546356,Bhutan,1992,South Asia
533895,Bhutan,1993,South Asia
523417,Bhutan,1994,South Asia
518584,Bhutan,1995,South Asia
520529,Bhutan,1996,South Asia
528222,Bhutan,1997,South Asia
540507,Bhutan,1998,South Asia
555377,Bhutan,1999,South Asia
571262,Bhutan,2000,South Asia
588050,Bhutan,2001,South Asia
606024,Bhutan,2002,South Asia
624431,Bhutan,2003,South Asia
642400,Bhutan,2004,South Asia
659293,Bhutan,2005,South Asia
674681,Bhutan,2006,South Asia
688581,Bhutan,2007,South Asia
701363,Bhutan,2008,South Asia
713665,Bhutan,2009,South Asia
725940,Bhutan,2010,South Asia
738267,Bhutan,2011,South Asia
750443,Bhutan,2012,South Asia
762313,Bhutan,2013,South Asia
3668568,Bolivia,1964,America
3752892,Bolivia,1965,America
3839751,Bolivia,1966,America
3929192,Bolivia,1967,America
4021551,Bolivia,1968,America
4117259,Bolivia,1969,America
4216572,Bolivia,1970,America
4319564,Bolivia,1971,America
4426012,Bolivia,1972,America
4535500,Bolivia,1973,America
4647442,Bolivia,1974,America
4761344,Bolivia,1975,America
4877275,Bolivia,1976,America
4995172,Bolivia,1977,America
5114274,Bolivia,1978,America
5233624,Bolivia,1979,America
5352649,Bolivia,1980,America
5471025,Bolivia,1981,America
5589245,Bolivia,1982,America
5708585,Bolivia,1983,America
5830816,Bolivia,1984,America
5957291,Bolivia,1985,America
6088253,Bolivia,1986,America
6223523,Bolivia,1987,America
6363470,Bolivia,1988,America
6508417,Bolivia,1989,America
6658462,Bolivia,1990,America
6813834,Bolivia,1991,America
6974168,Bolivia,1992,America
7138204,Bolivia,1993,America
7304230,Bolivia,1994,America
7470925,Bolivia,1995,America
7637622,Bolivia,1996,America
7804333,Bolivia,1997,America
7971237,Bolivia,1998,America
8138802,Bolivia,1999,America
8307248,Bolivia,2000,America
8476709,Bolivia,2001,America
8646659,Bolivia,2002,America
8815911,Bolivia,2003,America
8982917,Bolivia,2004,America
9146655,Bolivia,2005,America
9306660,Bolivia,2006,America
9463497,Bolivia,2007,America
9618466,Bolivia,2008,America
9773441,Bolivia,2009,America
9929849,Bolivia,2010,America
10088108,Bolivia,2011,America
10248042,Bolivia,2012,America
10409761,Bolivia,2013,America
3357005,Bosnia and Herzegovina,1964,Europe & Central Asia
3396402,Bosnia and Herzegovina,1965,Europe & Central Asia
3432671,Bosnia and Herzegovina,1966,Europe & Central Asia
3466307,Bosnia and Herzegovina,1967,Europe & Central Asia
3498470,Bosnia and Herzegovina,1968,Europe & Central Asia
3530780,Bosnia and Herzegovina,1969,Europe & Central Asia
3564389,Bosnia and Herzegovina,1970,Europe & Central Asia
3599885,Bosnia and Herzegovina,1971,Europe & Central Asia
3636930,Bosnia and Herzegovina,1972,Europe & Central Asia
3674638,Bosnia and Herzegovina,1973,Europe & Central Asia
3711662,Bosnia and Herzegovina,1974,Europe & Central Asia
3747109,Bosnia and Herzegovina,1975,Europe & Central Asia
3780559,Bosnia and Herzegovina,1976,Europe & Central Asia
3812557,Bosnia and Herzegovina,1977,Europe & Central Asia
3844329,Bosnia and Herzegovina,1978,Europe & Central Asia
3877598,Bosnia and Herzegovina,1979,Europe & Central Asia
3913536,Bosnia and Herzegovina,1980,Europe & Central Asia
3949509,Bosnia and Herzegovina,1981,Europe & Central Asia
3984259,Bosnia and Herzegovina,1982,Europe & Central Asia
4021590,Bosnia and Herzegovina,1983,Europe & Central Asia
4066739,Bosnia and Herzegovina,1984,Europe & Central Asia
4121595,Bosnia and Herzegovina,1985,Europe & Central Asia
4194370,Bosnia and Herzegovina,1986,Europe & Central Asia
4279632,Bosnia and Herzegovina,1987,Europe & Central Asia
4349682,Bosnia and Herzegovina,1988,Europe & Central Asia
4367069,Bosnia and Herzegovina,1989,Europe & Central Asia
4308197,Bosnia and Herzegovina,1990,Europe & Central Asia
4157485,Bosnia and Herzegovina,1991,Europe & Central Asia
3931372,Bosnia and Herzegovina,1992,Europe & Central Asia
3677379,Bosnia and Herzegovina,1993,Europe & Central Asia
3462032,Bosnia and Herzegovina,1994,Europe & Central Asia
3332098,Bosnia and Herzegovina,1995,Europe & Central Asia
3305672,Bosnia and Herzegovina,1996,Europe & Central Asia
3365616,Bosnia and Herzegovina,1997,Europe & Central Asia
3480285,Bosnia and Herzegovina,1998,Europe & Central Asia
3601438,Bosnia and Herzegovina,1999,Europe & Central Asia
3693698,Bosnia and Herzegovina,2000,Europe & Central Asia
3748370,Bosnia and Herzegovina,2001,Europe & Central Asia
3775883,Bosnia and Herzegovina,2002,Europe & Central Asia
3782717,Bosnia and Herzegovina,2003,Europe & Central Asia
3781358,Bosnia and Herzegovina,2004,Europe & Central Asia
3781001,Bosnia and Herzegovina,2005,Europe & Central Asia
3781588,Bosnia and Herzegovina,2006,Europe & Central Asia
3779034,Bosnia and Herzegovina,2007,Europe & Central Asia
3774164,Bosnia and Herzegovina,2008,Europe & Central Asia
3767683,Bosnia and Herzegovina,2009,Europe & Central Asia
3760149,Bosnia and Herzegovina,2010,Europe & Central Asia
3752228,Bosnia and Herzegovina,2011,Europe & Central Asia
3744235,Bosnia and Herzegovina,2012,Europe & Central Asia
3735880,Bosnia and Herzegovina,2013,Europe & Central Asia
579518,Botswana,1964,Sub-Saharan Africa
595697,Botswana,1965,Sub-Saharan Africa
612903,Botswana,1966,Sub-Saharan Africa
631226,Botswana,1967,Sub-Saharan Africa
650676,Botswana,1968,Sub-Saharan Africa
671247,Botswana,1969,Sub-Saharan Africa
692959,Botswana,1970,Sub-Saharan Africa
715745,Botswana,1971,Sub-Saharan Africa
739683,Botswana,1972,Sub-Saharan Africa
765101,Botswana,1973,Sub-Saharan Africa
792432,Botswana,1974,Sub-Saharan Africa
821942,Botswana,1975,Sub-Saharan Africa
853774,Botswana,1976,Sub-Saharan Africa
887716,Botswana,1977,Sub-Saharan Africa
923234,Botswana,1978,Sub-Saharan Africa
959584,Botswana,1979,Sub-Saharan Africa
996211,Botswana,1980,Sub-Saharan Africa
1032889,Botswana,1981,Sub-Saharan Africa
1069707,Botswana,1982,Sub-Saharan Africa
1106802,Botswana,1983,Sub-Saharan Africa
1144442,Botswana,1984,Sub-Saharan Africa
1182803,Botswana,1985,Sub-Saharan Africa
1221790,Botswana,1986,Sub-Saharan Africa
1261235,Botswana,1987,Sub-Saharan Africa
1301146,Botswana,1988,Sub-Saharan Africa
1341540,Botswana,1989,Sub-Saharan Africa
1382371,Botswana,1990,Sub-Saharan Africa
1423570,Botswana,1991,Sub-Saharan Africa
1464924,Botswana,1992,Sub-Saharan Africa
1506037,Botswana,1993,Sub-Saharan Africa
1546414,Botswana,1994,Sub-Saharan Africa
1585637,Botswana,1995,Sub-Saharan Africa
1623704,Botswana,1996,Sub-Saharan Africa
